Acción,Incidencia,Farola,Sticker,Potencia,Tecnologia,Tipo,LATITUD,LONGITUD,Descripción,Mes,Tiempo (Días),Operario,Estado
Correctivo,1687532,1630339,016622,27.8,LED,AVE,2.973606189,-75.28959598,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1687981,1630339,016622,27.8,LED,ACT,2.973606189,-75.28959598,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1687535,1630340,010291,27.8,LED,AVE,2.973596154,-75.28956602,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1697105,1630340,010291,27.8,LED,AVE,2.973596154,-75.28956602,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1688353,1630340,010291,27.8,LED,AVE,2.973596154,-75.28956602,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,3,ESIP,FINALIZADA
Correctivo,1687973,1630340,010291,27.8,LED,ACT,2.973596154,-75.28956602,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1700169,1630340,010291,27.8,LED,ACT,2.973596154,-75.28956602,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1689345,1630340,010291,27.8,LED,ACT,2.973596154,-75.28956602,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1696937,1630380,030592,92.6,LED,AVE,2.93006174,-75.27996274,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1697179,1630380,030592,92.6,LED,ACT,2.93006174,-75.27996274,Se ha actuado sobre: Otros: C.E,Abril,0,cuad57 ,FINALIZADA
Correctivo,1696933,1630381,030097,92.6,LED,AVE,2.92997515,-75.27995679,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1697176,1630381,030097,92.6,LED,ACT,2.92997515,-75.27995679,Se ha actuado sobre: Otros: C.E,Abril,0,cuad57 ,FINALIZADA
Correctivo,1696936,1630382,030005,92.6,LED,AVE,2.92997515,-75.27995679,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1697177,1630382,030005,92.6,LED,ACT,2.92997515,-75.27995679,Se ha actuado sobre: Otros: C.E,Abril,0,cuad57 ,FINALIZADA
Correctivo,1698050,1630482,029745,92.6,LED,AVE,2.925694043,-75.26482704,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1701636,1630482,029745,92.6,LED,ACT,2.925694043,-75.26482704,"Se ha actuado sobre: Fotocelda, Conectores y 1BRAZO.1.5.2CDP 1F.",Abril,0,cuad55 ,FINALIZADA
Correctivo,1700709,1630502,062542,200,LED,AVE,2.954489097,-75.29530201,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1702529,1630502,062542,200,LED,AVE,2.954489097,-75.29530201,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1701932,1630502,062542,200,LED,ACT,2.954489097,-75.29530201,"Se ha actuado sobre: Fotocelda, Otros: 1F",Abril,0,cuad54 ,FINALIZADA
Correctivo,1703901,1630502,062542,200,LED,ACT,2.954489097,-75.29530201,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1687421,1630541,031572,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687442,1630541,031572,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687422,1630542,031574,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687443,1630542,031574,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687419,1630543,031596,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687440,1630543,031596,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687418,1630544,031538,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687439,1630544,031538,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687420,1630545,031595,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687441,1630545,031595,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687417,1630546,031594,300,LED,AVE,2.94659277,-75.29123082,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687438,1630546,031594,300,LED,ACT,2.94659277,-75.29123082,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687411,1630547,031696,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687435,1630547,031696,400,LED,ACT,2.94668646,-75.29172275,"Se ha actuado sobre: Conectores, Otros: C.E 3GEL",Abril,0,cuad56 ,FINALIZADA
Correctivo,1687412,1630548,031692,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687446,1630548,031692,400,LED,ACT,2.94668646,-75.29172275,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687416,1630549,031690,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687436,1630549,031690,400,LED,ACT,2.94668646,-75.29172275,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687415,1630550,031678,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687437,1630550,031678,400,LED,ACT,2.94668646,-75.29172275,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687414,1630551,031697,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687444,1630551,031697,400,LED,ACT,2.94668646,-75.29172275,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687413,1630552,031694,400,LED,AVE,2.94668646,-75.29172275,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1687445,1630552,031694,400,LED,ACT,2.94668646,-75.29172275,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1689803,1630651,062523,200,LED,AVE,2.933458116,-75.28409704,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692187,1630651,062523,200,LED,AVE,2.933458116,-75.28409704,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694908,1630651,062523,200,LED,AVE,2.933458116,-75.28409704,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1686852,1630651,062523,200,LED,AVE,2.933458116,-75.28409704,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1695818,1630651,062523,200,LED,ACT,2.933458116,-75.28409704,"Se ha actuado sobre: Conectores, Otros: C.E 2CDP",Abril,0,cuad56 ,FINALIZADA
Correctivo,1694224,1630651,062523,200,LED,ACT,2.933458116,-75.28409704,"Se ha actuado sobre: Fotocelda, Otros: 1F",Abril,0,cuad55 ,FINALIZADA
Correctivo,1690298,1630651,062523,200,LED,ACT,2.933458116,-75.28409704,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1687644,1630651,062523,200,LED,ACT,2.933458116,-75.28409704,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690289,1630652,062524,200,LED,AVE,2.933460106,-75.28409704,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1686850,1630652,062524,200,LED,AVE,2.933460106,-75.28409704,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1690299,1630652,062524,200,LED,ACT,2.933460106,-75.28409704,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1687643,1630652,062524,200,LED,ACT,2.933460106,-75.28409704,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690291,1630653,062526,200,LED,AVE,2.93363106,-75.284229,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1686847,1630653,062526,200,LED,AVE,2.93363106,-75.284229,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1687897,1630653,062526,200,LED,ACT,2.93363106,-75.284229,Se ha actuado sobre: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690300,1630653,062526,200,LED,ACT,2.93363106,-75.284229,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1694907,1630654,062519,200,LED,AVE,2.933631061,-75.28422603,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689801,1630654,062519,200,LED,AVE,2.933631061,-75.28422603,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1685036,1630654,062519,200,LED,AVE,2.933631061,-75.28422603,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1695817,1630654,062519,200,LED,ACT,2.933631061,-75.28422603,"Se ha actuado sobre: Acometida, Fotocelda, Conectores, Otros: C.E 1F 3CDP 39CABLE3X14",Abril,0,cuad56 ,FINALIZADA
Correctivo,1690301,1630654,062519,200,LED,ACT,2.933631061,-75.28422603,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1687640,1630654,062519,200,LED,ACT,2.933631061,-75.28422603,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690293,1630655,062188,200,LED,AVE,2.933640044,-75.284123,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1686844,1630655,062188,200,LED,AVE,2.933640044,-75.284123,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1687641,1630655,062188,200,LED,ACT,2.933640044,-75.284123,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690302,1630655,062188,200,LED,ACT,2.933640044,-75.284123,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1690292,1630656,062522,200,LED,AVE,2.933642034,-75.284123,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1686845,1630656,062522,200,LED,AVE,2.933642034,-75.284123,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1687642,1630656,062522,200,LED,ACT,2.933642034,-75.284123,Se ha actuado sobre: Otros: 1F.,Abril,0,cuad59,FINALIZADA
Correctivo,1690303,1630656,062522,200,LED,ACT,2.933642034,-75.284123,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1689802,1630657,062521,200,LED,AVE,2.933443075,-75.28418603,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692186,1630657,062521,200,LED,AVE,2.933443075,-75.28418603,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1686855,1630657,062521,200,LED,AVE,2.933443075,-75.28418603,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1694225,1630657,062521,200,LED,ACT,2.933443075,-75.28418603,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1687646,1630657,062521,200,LED,ACT,2.933443075,-75.28418603,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690304,1630657,062521,200,LED,ACT,2.933443075,-75.28418603,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1690290,1630658,062520,200,LED,AVE,2.933441084,-75.28418801,Registro de incidencia tipo: ApagadaPQR-INTERNA,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1686853,1630658,062520,200,LED,AVE,2.933441084,-75.28418801,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,1,ESIP,FINALIZADA
Correctivo,1687645,1630658,062520,200,LED,ACT,2.933441084,-75.28418801,Se ha actuado sobre: Otros: C.E,Abril,0,cuad59,FINALIZADA
Correctivo,1690305,1630658,062520,200,LED,ACT,2.933441084,-75.28418801,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1696925,1630663,030068,92.6,LED,AVE,2.92984911,-75.27976928,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1697161,1630663,030068,92.6,LED,ACT,2.92984911,-75.27976928,Se ha actuado sobre: Otros: C.E,Abril,0,cuad57 ,FINALIZADA
Correctivo,1694781,1630861,061184,60.2,LED,AVE,3.035634357,-75.25209588,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1695344,1630861,061184,60.2,LED,ACT,3.035634357,-75.25209588,Se ha actuado sobre: Otros: C.R,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689014,1630981,029754,92.6,LED,AVE,2.96445,-75.293945,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689446,1630981,029754,92.6,LED,ACT,2.96445,-75.293945,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689018,1630982,029737,92.6,LED,AVE,2.964291,-75.293835,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689442,1630982,029737,92.6,LED,ACT,2.964291,-75.293835,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689034,1630983,029889,92.6,LED,AVE,2.964398,-75.293804,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1689443,1630983,029889,92.6,LED,ACT,2.964398,-75.293804,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689019,1631071,029897,92.6,LED,AVE,2.964374145,-75.293655,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689437,1631071,029897,92.6,LED,ACT,2.964374145,-75.293655,"Se ha actuado sobre: Luminaria, Otros: NUEVA029897VIEJA063419.FI.",Abril,0,cuad55 ,FINALIZADA
Correctivo,1689020,1631072,063418,92.6,LED,AVE,2.964244041,-75.29368997,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689439,1631072,063418,92.6,LED,ACT,2.964244041,-75.29368997,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689668,1631106,032043,200,LED,AVE,2.925458,-75.291193,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1690002,1631106,032043,200,LED,ACT,2.925458,-75.291193,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1689669,1631107,032042,200,LED,AVE,2.925525,-75.291232,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1690011,1631107,032042,200,LED,ACT,2.925525,-75.291232,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1696056,1631121,063921,200,LED,AVE,2.94763148,-75.28429482,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692193,1631121,063921,200,LED,AVE,2.94763148,-75.28429482,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694214,1631121,063921,200,LED,ACT,2.94763148,-75.28429482,Se ha actuado sobre: Otros: C E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697330,1631121,063921,200,LED,ACT,2.94763148,-75.28429482,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696054,1631123,063924,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692192,1631123,063924,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694215,1631123,063924,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697334,1631123,063924,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696053,1631124,063928,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692191,1631124,063928,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694216,1631124,063928,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697336,1631124,063928,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696051,1631125,062518,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692190,1631125,062518,200,LED,AVE,2.94785228,-75.28437337,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694217,1631125,062518,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697335,1631125,062518,200,LED,ACT,2.94785228,-75.28437337,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1692960,1631126,063929,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1696526,1631126,063929,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1694218,1631126,063929,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697331,1631126,063929,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696071,1631127,063926,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692198,1631127,063926,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694220,1631127,063926,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697333,1631127,063926,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696069,1631128,031319,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692197,1631128,031319,200,LED,AVE,2.9477516,-75.28464365,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694219,1631128,031319,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697332,1631128,031319,200,LED,ACT,2.9477516,-75.28464365,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696059,1631129,063927,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692196,1631129,063927,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694222,1631129,063927,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697339,1631129,063927,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1696058,1631130,063925,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692195,1631130,063925,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1697338,1631130,063925,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1694221,1631130,063925,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1696057,1631131,063923,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1692194,1631131,063923,200,LED,AVE,2.94752231,-75.28456011,Registro de incidencia tipo: IntermitentePQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1694223,1631131,063923,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1697337,1631131,063923,200,LED,ACT,2.94752231,-75.28456011,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1686934,1631197,062169,200,LED,AVE,2.913131089,-75.276259,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1687362,1631197,062169,200,LED,ACT,2.913131089,-75.276259,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1697102,1631235,039919,100,LED,AVE,2.973662039,-75.28982096,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,2,ESIP,FINALIZADA
Correctivo,1688350,1631235,039919,100,LED,AVE,2.973662039,-75.28982096,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,3,ESIP,FINALIZADA
Correctivo,1687529,1631235,039919,100,LED,AVE,2.973662039,-75.28982096,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1689335,1631235,039919,100,LED,ACT,2.973662039,-75.28982096,"Se ha actuado sobre: Fotocelda, Otros: 1F",Abril,0,cuad55 ,FINALIZADA
Correctivo,1687939,1631235,039919,100,LED,ACT,2.973662039,-75.28982096,Se ha actuado sobre: Otros: C.E,Abril,0,cuad54 ,FINALIZADA
Correctivo,1700179,1631235,039919,100,LED,ACT,2.973662039,-75.28982096,Se ha actuado sobre: Otros: C.E,Abril,0,cuad56 ,FINALIZADA
Correctivo,1687526,1631236,039920,100,LED,AVE,2.973537103,-75.28981202,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1687940,1631236,039920,100,LED,ACT,2.973537103,-75.28981202,"Se ha actuado sobre: Fotocelda, Otros: 1F",Abril,0,cuad54 ,FINALIZADA
Correctivo,1689643,1631268,032063,200,LED,AVE,2.92581,-75.290609,"Registro de incidencia tipo: ApagadaPQR-INTERVENTORIA
",Abril,0,ESIP,FINALIZADA
Correctivo,1689997,1631268,032063,200,LED,ACT,2.92581,-75.290609,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1688023,1631276,030041,92.6,LED,AVE,2.919592108,-75.27317904,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,0,ESIP,FINALIZADA
Correctivo,1688148,1631276,030041,92.6,LED,ACT,2.919592108,-75.27317904,Se ha actuado sobre: Otros: V.A,Abril,0,cuad56 ,FINALIZADA
Correctivo,1702934,1631308,039980,200,LED,AVE,2.949806079,-75.251907,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,x,ESIP,EN CURSO
Correctivo,1702935,1631309,039976,200,LED,AVE,2.949851068,-75.25179201,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,x,ESIP,EN CURSO
Correctivo,1702936,1631310,039977,200,LED,AVE,2.949792098,-75.251721,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,x,ESIP,EN CURSO
Correctivo,1689805,1631341,036338,27.8,LED,AVE,2.947165,-75.251556,Registro de incidencia tipo: ApagadaPQR-EXTERNA,Abril,1,ESIP,FINALIZADA
Correctivo,1690469,1631341,036338,27.8,LED,ACT,2.947165,-75.251556,"Se ha actuado sobre: Conectores, Otros: 1CDP.C.E",Abril,0,cuad55 ,FINALIZADA
Correctivo,1692435,1631370,SC,150,LED,AVE,2.94782199,-75.25703045,Registro de incidencia tipo: ApagadaPQR-INTERNA AGM,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1692780,1631370,SC,150,LED,ACT,2.94782199,-75.25703045,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
Correctivo,1692440,1631371,SC,150,LED,AVE,2.94799963,-75.25704023,Registro de incidencia tipo: ApagadaPQR-INTERNA AGM,Abril,0,COORDMTTO,FINALIZADA
Correctivo,1692777,1631371,SC,150,LED,ACT,2.94799963,-75.25704023,Se ha actuado sobre: Otros: C.E,Abril,0,cuad55 ,FINALIZADA
